payment_id,loan_id,payment_date,emi_due,amount_paid,days_late,payment_status
PMT009602,LN00496,2024-02-26,70274.73,70274.73,0,On-time
PMT009603,LN00496,2024-03-27,70274.73,70274.73,18,Late
PMT009604,LN00496,2024-04-26,70274.73,70274.73,20,Late
PMT009605,LN00496,2024-05-26,70274.73,70274.73,0,On-time
PMT009606,LN00496,2024-06-25,70274.73,70274.73,0,On-time
PMT009607,LN00496,2024-07-25,70274.73,70274.73,25,Late
PMT009608,LN00496,2024-08-24,70274.73,70274.73,20,Late
PMT009609,LN00496,2024-09-23,70274.73,70274.73,0,On-time
PMT009610,LN00496,2024-10-23,70274.73,70274.73,0,On-time
PMT009611,LN00496,2024-11-22,70274.73,70274.73,0,On-time
PMT009612,LN00496,2024-12-22,70274.73,70274.73,0,On-time
PMT009613,LN00496,2025-01-21,70274.73,70274.73,0,On-time
PMT009614,LN00496,2025-02-20,70274.73,70274.73,0,On-time
PMT009615,LN00496,2025-03-22,70274.73,70274.73,0,On-time
PMT009616,LN00496,2025-04-21,70274.73,70274.73,15,Late
PMT009617,LN00496,2025-05-21,70274.73,70274.73,0,On-time
PMT009618,LN00496,2025-06-20,70274.73,70274.73,1,Late
PMT009619,LN00496,2025-07-20,70274.73,0.0,41,Missed
PMT009620,LN00496,2025-08-19,70274.73,70274.73,0,On-time
PMT009621,LN00496,2025-09-18,70274.73,70274.73,0,On-time
PMT009622,LN00496,2025-10-18,70274.73,70274.73,0,On-time
PMT009623,LN00496,2025-11-17,70274.73,70274.73,0,On-time
PMT009624,LN00496,2025-12-17,70274.73,70274.73,0,On-time
PMT009625,LN00496,2026-01-16,70274.73,70274.73,0,On-time
PMT009626,LN00496,2026-02-15,70274.73,0.0,56,Missed
PMT009627,LN00497,2023-01-21,59146.74,59146.74,0,On-time
PMT009628,LN00497,2023-02-20,59146.74,59146.74,0,On-time
PMT009629,LN00497,2023-03-22,59146.74,59146.74,0,On-time
PMT009630,LN00497,2023-04-21,59146.74,59146.74,0,On-time
PMT009631,LN00497,2023-05-21,59146.74,59146.74,0,On-time
PMT009632,LN00497,2023-06-20,59146.74,59146.74,0,On-time
PMT009633,LN00497,2023-07-20,59146.74,59146.74,25,Late
PMT009634,LN00497,2023-08-19,59146.74,59146.74,0,On-time
PMT009635,LN00497,2023-09-18,59146.74,59146.74,2,Late
PMT009636,LN00497,2023-10-18,59146.74,59146.74,0,On-time
PMT009637,LN00497,2023-11-17,59146.74,59146.74,0,On-time
PMT009638,LN00497,2023-12-17,59146.74,59146.74,0,On-time
PMT009639,LN00497,2024-01-16,59146.74,59146.74,0,On-time
PMT009640,LN00497,2024-02-15,59146.74,59146.74,0,On-time
PMT009641,LN00497,2024-03-16,59146.74,59146.74,0,On-time
PMT009642,LN00497,2024-04-15,59146.74,59146.74,0,On-time
PMT009643,LN00497,2024-05-15,59146.74,59146.74,0,On-time
PMT009644,LN00497,2024-06-14,59146.74,59146.74,0,On-time
PMT009645,LN00497,2024-07-14,59146.74,59146.74,0,On-time
PMT009646,LN00497,2024-08-13,59146.74,59146.74,0,On-time
PMT009647,LN00497,2024-09-12,59146.74,59146.74,0,On-time
PMT009648,LN00497,2024-10-12,59146.74,59146.74,0,On-time
PMT009649,LN00497,2024-11-11,59146.74,59146.74,0,On-time
PMT009650,LN00497,2024-12-11,59146.74,59146.74,0,On-time
PMT009651,LN00497,2025-01-10,59146.74,0.0,47,Missed
PMT009652,LN00497,2025-02-09,59146.74,59146.74,0,On-time
PMT009653,LN00497,2025-03-11,59146.74,59146.74,0,On-time
PMT009654,LN00497,2025-04-10,59146.74,59146.74,0,On-time
PMT009655,LN00497,2025-05-10,59146.74,0.0,38,Missed
PMT009656,LN00498,2022-08-24,42261.72,42261.72,0,On-time
PMT009657,LN00498,2022-09-23,42261.72,42261.72,0,On-time
PMT009658,LN00498,2022-10-23,42261.72,0.0,26,Missed
PMT009659,LN00498,2022-11-22,42261.72,42261.72,2,Late
PMT009660,LN00498,2022-12-22,42261.72,42261.72,0,On-time
PMT009661,LN00498,2023-01-21,42261.72,42261.72,0,On-time
PMT009662,LN00498,2023-02-20,42261.72,0.0,31,Missed
PMT009663,LN00498,2023-03-22,42261.72,42261.72,0,On-time
PMT009664,LN00498,2023-04-21,42261.72,42261.72,0,On-time
PMT009665,LN00498,2023-05-21,42261.72,42261.72,19,Late
PMT009666,LN00498,2023-06-20,42261.72,0.0,49,Missed
PMT009667,LN00498,2023-07-20,42261.72,42261.72,3,Late
PMT009668,LN00498,2023-08-19,42261.72,42261.72,0,On-time
PMT009669,LN00498,2023-09-18,42261.72,42261.72,0,On-time
PMT009670,LN00498,2023-10-18,42261.72,42261.72,0,On-time
PMT009671,LN00498,2023-11-17,42261.72,42261.72,0,On-time
PMT009672,LN00498,2023-12-17,42261.72,42261.72,0,On-time
PMT009673,LN00498,2024-01-16,42261.72,42261.72,3,Late
PMT009674,LN00498,2024-02-15,42261.72,42261.72,0,On-time
PMT009675,LN00498,2024-03-16,42261.72,42261.72,0,On-time
PMT009676,LN00498,2024-04-15,42261.72,42261.72,17,Late
PMT009677,LN00498,2024-05-15,42261.72,42261.72,0,On-time
PMT009678,LN00498,2024-06-14,42261.72,0.0,43,Missed
PMT009679,LN00498,2024-07-14,42261.72,42261.72,0,On-time
PMT009680,LN00498,2024-08-13,42261.72,42261.72,0,On-time
PMT009681,LN00498,2024-09-12,42261.72,42261.72,0,On-time
PMT009682,LN00498,2024-10-12,42261.72,42261.72,0,On-time
PMT009683,LN00498,2024-11-11,42261.72,42261.72,0,On-time
PMT009684,LN00498,2024-12-11,42261.72,42261.72,0,On-time
PMT009685,LN00498,2025-01-10,42261.72,42261.72,0,On-time
PMT009686,LN00498,2025-02-09,42261.72,42261.72,0,On-time
PMT009687,LN00498,2025-03-11,42261.72,42261.72,0,On-time
PMT009688,LN00498,2025-04-10,42261.72,42261.72,0,On-time
PMT009689,LN00498,2025-05-10,42261.72,42261.72,0,On-time
PMT009690,LN00498,2025-06-09,42261.72,42261.72,0,On-time
PMT009691,LN00498,2025-07-09,42261.72,42261.72,0,On-time
PMT009692,LN00499,2023-03-13,16301.71,0.0,50,Missed
PMT009693,LN00499,2023-04-12,16301.71,0.0,35,Missed
PMT009694,LN00499,2023-05-12,16301.71,0.0,27,Missed
PMT009695,LN00499,2023-06-11,16301.71,0.0,34,Missed
PMT009696,LN00499,2023-07-11,16301.71,16301.71,11,Late
PMT009697,LN00499,2023-08-10,16301.71,0.0,49,Missed
PMT009698,LN00499,2023-09-09,16301.71,16301.71,0,On-time
PMT009699,LN00499,2023-10-09,16301.71,0.0,30,Missed
PMT009700,LN00499,2023-11-08,16301.71,16301.71,6,Late
PMT009701,LN00499,2023-12-08,16301.71,0.0,40,Missed
PMT009702,LN00499,2024-01-07,16301.71,16301.71,0,On-time
PMT009703,LN00499,2024-02-06,16301.71,16301.71,0,On-time
PMT009704,LN00499,2024-03-07,16301.71,0.0,57,Missed
PMT009705,LN00499,2024-04-06,16301.71,16301.71,10,Late
PMT009706,LN00499,2024-05-06,16301.71,0.0,46,Missed
PMT009707,LN00499,2024-06-05,16301.71,16301.71,16,Late
PMT009708,LN00499,2024-07-05,16301.71,0.0,60,Missed
PMT009709,LN00499,2024-08-04,16301.71,16301.71,5,Late
PMT009710,LN00499,2024-09-03,16301.71,16301.71,0,On-time
PMT009711,LN00499,2024-10-03,16301.71,16301.71,0,On-time
PMT009712,LN00499,2024-11-02,16301.71,16301.71,0,On-time
PMT009713,LN00499,2024-12-02,16301.71,0.0,60,Missed
PMT009714,LN00499,2025-01-01,16301.71,16301.71,2,Late
PMT009715,LN00499,2025-01-31,16301.71,16301.71,10,Late
PMT009716,LN00499,2025-03-02,16301.71,16301.71,8,Late
PMT009717,LN00499,2025-04-01,16301.71,16301.71,19,Late
PMT009718,LN00499,2025-05-01,16301.71,0.0,42,Missed
PMT009719,LN00499,2025-05-31,16301.71,16301.71,24,Late
PMT009720,LN00500,2021-10-23,5201.07,5201.07,0,On-time
PMT009721,LN00500,2021-11-22,5201.07,5201.07,0,On-time
PMT009722,LN00500,2021-12-22,5201.07,5201.07,0,On-time
PMT009723,LN00500,2022-01-21,5201.07,5201.07,0,On-time
PMT009724,LN00500,2022-02-20,5201.07,5201.07,0,On-time
PMT009725,LN00500,2022-03-22,5201.07,5201.07,0,On-time
PMT009726,LN00500,2022-04-21,5201.07,5201.07,0,On-time
PMT009727,LN00500,2022-05-21,5201.07,5201.07,0,On-time
PMT009728,LN00500,2022-06-20,5201.07,5201.07,0,On-time
PMT009729,LN00500,2022-07-20,5201.07,5201.07,22,Late
PMT009730,LN00500,2022-08-19,5201.07,5201.07,0,On-time
PMT009731,LN00500,2022-09-18,5201.07,5201.07,0,On-time
PMT009732,LN00500,2022-10-18,5201.07,5201.07,16,Late
PMT009733,LN00500,2022-11-17,5201.07,5201.07,0,On-time
PMT009734,LN00500,2022-12-17,5201.07,5201.07,3,Late
PMT009735,LN00500,2023-01-16,5201.07,5201.07,0,On-time
PMT009736,LN00500,2023-02-15,5201.07,5201.07,0,On-time
PMT009737,LN00500,2023-03-17,5201.07,5201.07,0,On-time
PMT009738,LN00500,2023-04-16,5201.07,5201.07,14,Late
PMT009739,LN00500,2023-05-16,5201.07,5201.07,0,On-time
PMT009740,LN00500,2023-06-15,5201.07,5201.07,16,Late
PMT009741,LN00500,2023-07-15,5201.07,5201.07,0,On-time
PMT009742,LN00500,2023-08-14,5201.07,5201.07,0,On-time
PMT009743,LN00500,2023-09-13,5201.07,5201.07,0,On-time
PMT009744,LN00500,2023-10-13,5201.07,5201.07,0,On-time
PMT009745,LN00500,2023-11-12,5201.07,5201.07,0,On-time
PMT009746,LN00500,2023-12-12,5201.07,5201.07,0,On-time
PMT009747,LN00500,2024-01-11,5201.07,5201.07,0,On-time
PMT009748,LN00500,2024-02-10,5201.07,5201.07,0,On-time
PMT009749,LN00500,2024-03-11,5201.07,5201.07,0,On-time
PMT009750,LN00500,2024-04-10,5201.07,5201.07,0,On-time
PMT009751,LN00500,2024-05-10,5201.07,5201.07,14,Late
PMT009752,LN00500,2024-06-09,5201.07,5201.07,18,Late
PMT009753,LN00500,2024-07-09,5201.07,5201.07,12,Late
PMT009754,LN00500,2024-08-08,5201.07,5201.07,0,On-time
PMT009755,LN00501,2025-11-10,50524.1,50524.1,25,Late
PMT009756,LN00501,2025-12-10,50524.1,50524.1,0,On-time
PMT009757,LN00501,2026-01-09,50524.1,50524.1,0,On-time
PMT009758,LN00501,2026-02-08,50524.1,50524.1,0,On-time
PMT009759,LN00501,2026-03-10,50524.1,50524.1,0,On-time
PMT009760,LN00501,2026-04-09,50524.1,50524.1,0,On-time
PMT009761,LN00501,2026-05-09,50524.1,50524.1,0,On-time
PMT009762,LN00501,2026-06-08,50524.1,50524.1,0,On-time
PMT009763,LN00501,2026-07-08,50524.1,50524.1,0,On-time
PMT009764,LN00502,2022-11-24,28091.12,28091.12,0,On-time
PMT009765,LN00502,2022-12-24,28091.12,28091.12,0,On-time
PMT009766,LN00502,2023-01-23,28091.12,28091.12,0,On-time
PMT009767,LN00502,2023-02-22,28091.12,0.0,36,Missed
PMT009768,LN00502,2023-03-24,28091.12,0.0,50,Missed
PMT009769,LN00502,2023-04-23,28091.12,28091.12,0,On-time
PMT009770,LN00502,2023-05-23,28091.12,28091.12,4,Late
PMT009771,LN00502,2023-06-22,28091.12,28091.12,0,On-time
PMT009772,LN00502,2023-07-22,28091.12,28091.12,0,On-time
PMT009773,LN00502,2023-08-21,28091.12,28091.12,0,On-time
PMT009774,LN00502,2023-09-20,28091.12,28091.12,0,On-time
PMT009775,LN00502,2023-10-20,28091.12,28091.12,0,On-time
PMT009776,LN00502,2023-11-19,28091.12,28091.12,19,Late
PMT009777,LN00502,2023-12-19,28091.12,28091.12,0,On-time
PMT009778,LN00502,2024-01-18,28091.12,28091.12,0,On-time
PMT009779,LN00502,2024-02-17,28091.12,0.0,31,Missed
PMT009780,LN00502,2024-03-18,28091.12,28091.12,0,On-time
PMT009781,LN00502,2024-04-17,28091.12,28091.12,0,On-time
PMT009782,LN00502,2024-05-17,28091.12,28091.12,0,On-time
PMT009783,LN00502,2024-06-16,28091.12,28091.12,0,On-time
PMT009784,LN00502,2024-07-16,28091.12,28091.12,0,On-time
PMT009785,LN00502,2024-08-15,28091.12,28091.12,0,On-time
PMT009786,LN00502,2024-09-14,28091.12,28091.12,13,Late
PMT009787,LN00502,2024-10-14,28091.12,28091.12,0,On-time
PMT009788,LN00502,2024-11-13,28091.12,28091.12,0,On-time
PMT009789,LN00502,2024-12-13,28091.12,28091.12,0,On-time
PMT009790,LN00502,2025-01-12,28091.12,28091.12,10,Late
PMT009791,LN00502,2025-02-11,28091.12,28091.12,4,Late
PMT009792,LN00502,2025-03-13,28091.12,28091.12,0,On-time
PMT009793,LN00502,2025-04-12,28091.12,28091.12,19,Late
PMT009794,LN00502,2025-05-12,28091.12,28091.12,0,On-time
PMT009795,LN00502,2025-06-11,28091.12,28091.12,25,Late
PMT009796,LN00502,2025-07-11,28091.12,28091.12,19,Late
PMT009797,LN00502,2025-08-10,28091.12,28091.12,0,On-time
PMT009798,LN00502,2025-09-09,28091.12,28091.12,0,On-time
PMT009799,LN00502,2025-10-09,28091.12,28091.12,0,On-time
PMT009800,LN00502,2025-11-08,28091.12,28091.12,0,On-time
PMT009801,LN00502,2025-12-08,28091.12,28091.12,0,On-time
PMT009802,LN00502,2026-01-07,28091.12,28091.12,0,On-time
PMT009803,LN00503,2025-04-27,27424.71,0.0,44,Missed
PMT009804,LN00503,2025-05-27,27424.71,0.0,31,Missed
PMT009805,LN00503,2025-06-26,27424.71,27424.71,0,On-time
PMT009806,LN00503,2025-07-26,27424.71,27424.71,0,On-time
PMT009807,LN00503,2025-08-25,27424.71,0.0,48,Missed
PMT009808,LN00503,2025-09-24,27424.71,27424.71,2,Late
PMT009809,LN00503,2025-10-24,27424.71,0.0,46,Missed
PMT009810,LN00503,2025-11-23,27424.71,27424.71,7,Late
PMT009811,LN00504,2023-07-24,25416.61,25416.61,10,Late
PMT009812,LN00504,2023-08-23,25416.61,25416.61,0,On-time
PMT009813,LN00504,2023-09-22,25416.61,25416.61,0,On-time
PMT009814,LN00504,2023-10-22,25416.61,25416.61,0,On-time
PMT009815,LN00504,2023-11-21,25416.61,25416.61,0,On-time
PMT009816,LN00504,2023-12-21,25416.61,25416.61,20,Late
PMT009817,LN00505,2023-03-15,11746.55,11746.55,0,On-time
PMT009818,LN00505,2023-04-14,11746.55,11746.55,0,On-time
PMT009819,LN00505,2023-05-14,11746.55,11746.55,0,On-time
PMT009820,LN00505,2023-06-13,11746.55,11746.55,0,On-time
PMT009821,LN00505,2023-07-13,11746.55,11746.55,0,On-time
PMT009822,LN00505,2023-08-12,11746.55,11746.55,0,On-time
PMT009823,LN00505,2023-09-11,11746.55,11746.55,0,On-time
PMT009824,LN00505,2023-10-11,11746.55,11746.55,0,On-time
PMT009825,LN00505,2023-11-10,11746.55,11746.55,11,Late
PMT009826,LN00505,2023-12-10,11746.55,0.0,45,Missed
PMT009827,LN00505,2024-01-09,11746.55,11746.55,0,On-time
PMT009828,LN00505,2024-02-08,11746.55,11746.55,0,On-time
PMT009829,LN00505,2024-03-09,11746.55,0.0,32,Missed
PMT009830,LN00505,2024-04-08,11746.55,11746.55,0,On-time
PMT009831,LN00505,2024-05-08,11746.55,11746.55,20,Late
PMT009832,LN00505,2024-06-07,11746.55,11746.55,0,On-time
PMT009833,LN00505,2024-07-07,11746.55,11746.55,0,On-time
PMT009834,LN00505,2024-08-06,11746.55,11746.55,0,On-time
PMT009835,LN00505,2024-09-05,11746.55,11746.55,0,On-time
PMT009836,LN00505,2024-10-05,11746.55,11746.55,24,Late
PMT009837,LN00505,2024-11-04,11746.55,11746.55,1,Late
PMT009838,LN00505,2024-12-04,11746.55,11746.55,0,On-time
PMT009839,LN00505,2025-01-03,11746.55,11746.55,0,On-time
PMT009840,LN00505,2025-02-02,11746.55,11746.55,0,On-time
PMT009841,LN00505,2025-03-04,11746.55,11746.55,0,On-time
PMT009842,LN00505,2025-04-03,11746.55,11746.55,0,On-time
PMT009843,LN00505,2025-05-03,11746.55,11746.55,0,On-time
PMT009844,LN00505,2025-06-02,11746.55,11746.55,0,On-time
PMT009845,LN00505,2025-07-02,11746.55,11746.55,0,On-time
PMT009846,LN00506,2023-07-16,15730.88,15730.88,0,On-time
PMT009847,LN00506,2023-08-15,15730.88,15730.88,0,On-time
PMT009848,LN00506,2023-09-14,15730.88,15730.88,0,On-time
PMT009849,LN00506,2023-10-14,15730.88,15730.88,0,On-time
PMT009850,LN00506,2023-11-13,15730.88,15730.88,4,Late
PMT009851,LN00506,2023-12-13,15730.88,15730.88,0,On-time
PMT009852,LN00506,2024-01-12,15730.88,15730.88,0,On-time
PMT009853,LN00506,2024-02-11,15730.88,15730.88,5,Late
PMT009854,LN00506,2024-03-12,15730.88,15730.88,0,On-time
PMT009855,LN00506,2024-04-11,15730.88,15730.88,0,On-time
PMT009856,LN00506,2024-05-11,15730.88,15730.88,12,Late
PMT009857,LN00506,2024-06-10,15730.88,15730.88,13,Late
PMT009858,LN00506,2024-07-10,15730.88,15730.88,0,On-time
PMT009859,LN00506,2024-08-09,15730.88,15730.88,20,Late
PMT009860,LN00506,2024-09-08,15730.88,15730.88,0,On-time
PMT009861,LN00506,2024-10-08,15730.88,15730.88,0,On-time
PMT009862,LN00506,2024-11-07,15730.88,15730.88,0,On-time
PMT009863,LN00506,2024-12-07,15730.88,15730.88,0,On-time
PMT009864,LN00506,2025-01-06,15730.88,15730.88,0,On-time
PMT009865,LN00506,2025-02-05,15730.88,15730.88,0,On-time
PMT009866,LN00506,2025-03-07,15730.88,15730.88,23,Late
PMT009867,LN00506,2025-04-06,15730.88,15730.88,0,On-time
PMT009868,LN00506,2025-05-06,15730.88,15730.88,0,On-time
PMT009869,LN00506,2025-06-05,15730.88,15730.88,0,On-time
PMT009870,LN00506,2025-07-05,15730.88,15730.88,0,On-time
PMT009871,LN00506,2025-08-04,15730.88,15730.88,0,On-time
PMT009872,LN00506,2025-09-03,15730.88,15730.88,0,On-time
PMT009873,LN00506,2025-10-03,15730.88,15730.88,21,Late
PMT009874,LN00506,2025-11-02,15730.88,15730.88,0,On-time
PMT009875,LN00506,2025-12-02,15730.88,15730.88,0,On-time
PMT009876,LN00506,2026-01-01,15730.88,15730.88,0,On-time
PMT009877,LN00506,2026-01-31,15730.88,15730.88,0,On-time
PMT009878,LN00506,2026-03-02,15730.88,15730.88,0,On-time
PMT009879,LN00506,2026-04-01,15730.88,15730.88,0,On-time
PMT009880,LN00506,2026-05-01,15730.88,15730.88,0,On-time
PMT009881,LN00506,2026-05-31,15730.88,15730.88,0,On-time
PMT009882,LN00506,2026-06-30,15730.88,15730.88,0,On-time
PMT009883,LN00507,2021-07-26,67832.36,67832.36,9,Late
PMT009884,LN00507,2021-08-25,67832.36,67832.36,0,On-time
PMT009885,LN00507,2021-09-24,67832.36,67832.36,0,On-time
PMT009886,LN00507,2021-10-24,67832.36,67832.36,0,On-time
PMT009887,LN00507,2021-11-23,67832.36,67832.36,0,On-time
PMT009888,LN00507,2021-12-23,67832.36,67832.36,0,On-time
PMT009889,LN00507,2022-01-22,67832.36,67832.36,0,On-time
PMT009890,LN00507,2022-02-21,67832.36,67832.36,0,On-time
PMT009891,LN00507,2022-03-23,67832.36,67832.36,0,On-time
PMT009892,LN00507,2022-04-22,67832.36,67832.36,0,On-time
PMT009893,LN00507,2022-05-22,67832.36,67832.36,0,On-time
PMT009894,LN00507,2022-06-21,67832.36,67832.36,2,Late
PMT009895,LN00507,2022-07-21,67832.36,67832.36,0,On-time
PMT009896,LN00507,2022-08-20,67832.36,0.0,27,Missed
PMT009897,LN00507,2022-09-19,67832.36,67832.36,0,On-time
PMT009898,LN00507,2022-10-19,67832.36,67832.36,0,On-time
PMT009899,LN00507,2022-11-18,67832.36,67832.36,0,On-time
PMT009900,LN00507,2022-12-18,67832.36,67832.36,0,On-time
PMT009901,LN00507,2023-01-17,67832.36,67832.36,0,On-time
PMT009902,LN00507,2023-02-16,67832.36,67832.36,0,On-time
PMT009903,LN00507,2023-03-18,67832.36,67832.36,0,On-time
PMT009904,LN00507,2023-04-17,67832.36,67832.36,0,On-time
PMT009905,LN00507,2023-05-17,67832.36,67832.36,6,Late
PMT009906,LN00507,2023-06-16,67832.36,67832.36,0,On-time
PMT009907,LN00507,2023-07-16,67832.36,67832.36,0,On-time
PMT009908,LN00507,2023-08-15,67832.36,67832.36,0,On-time
PMT009909,LN00507,2023-09-14,67832.36,67832.36,0,On-time
PMT009910,LN00507,2023-10-14,67832.36,67832.36,0,On-time
PMT009911,LN00507,2023-11-13,67832.36,67832.36,0,On-time
PMT009912,LN00507,2023-12-13,67832.36,67832.36,23,Late
PMT009913,LN00507,2024-01-12,67832.36,0.0,47,Missed
PMT009914,LN00507,2024-02-11,67832.36,67832.36,0,On-time
PMT009915,LN00508,2023-02-06,47318.06,47318.06,0,On-time
PMT009916,LN00508,2023-03-08,47318.06,47318.06,21,Late
PMT009917,LN00508,2023-04-07,47318.06,47318.06,0,On-time
PMT009918,LN00508,2023-05-07,47318.06,47318.06,0,On-time
PMT009919,LN00508,2023-06-06,47318.06,47318.06,0,On-time
PMT009920,LN00508,2023-07-06,47318.06,47318.06,0,On-time
PMT009921,LN00508,2023-08-05,47318.06,0.0,42,Missed
PMT009922,LN00508,2023-09-04,47318.06,47318.06,0,On-time
PMT009923,LN00508,2023-10-04,47318.06,47318.06,0,On-time
PMT009924,LN00508,2023-11-03,47318.06,47318.06,0,On-time
PMT009925,LN00508,2023-12-03,47318.06,47318.06,0,On-time
PMT009926,LN00508,2024-01-02,47318.06,47318.06,0,On-time
PMT009927,LN00509,2023-11-13,7919.16,7919.16,0,On-time
PMT009928,LN00509,2023-12-13,7919.16,7919.16,0,On-time
PMT009929,LN00509,2024-01-12,7919.16,7919.16,0,On-time
PMT009930,LN00509,2024-02-11,7919.16,7919.16,15,Late
PMT009931,LN00509,2024-03-12,7919.16,7919.16,0,On-time
PMT009932,LN00509,2024-04-11,7919.16,7919.16,0,On-time
PMT009933,LN00509,2024-05-11,7919.16,7919.16,0,On-time
PMT009934,LN00509,2024-06-10,7919.16,0.0,41,Missed
PMT009935,LN00509,2024-07-10,7919.16,7919.16,0,On-time
PMT009936,LN00509,2024-08-09,7919.16,7919.16,0,On-time
PMT009937,LN00509,2024-09-08,7919.16,0.0,52,Missed
PMT009938,LN00510,2024-07-20,7493.57,7493.57,0,On-time
PMT009939,LN00510,2024-08-19,7493.57,7493.57,19,Late
PMT009940,LN00510,2024-09-18,7493.57,7493.57,0,On-time
PMT009941,LN00510,2024-10-18,7493.57,7493.57,0,On-time
PMT009942,LN00510,2024-11-17,7493.57,7493.57,0,On-time
PMT009943,LN00510,2024-12-17,7493.57,7493.57,0,On-time
PMT009944,LN00510,2025-01-16,7493.57,7493.57,0,On-time
PMT009945,LN00510,2025-02-15,7493.57,7493.57,0,On-time
PMT009946,LN00510,2025-03-17,7493.57,7493.57,16,Late
PMT009947,LN00510,2025-04-16,7493.57,7493.57,9,Late
PMT009948,LN00510,2025-05-16,7493.57,7493.57,0,On-time
PMT009949,LN00510,2025-06-15,7493.57,7493.57,0,On-time
PMT009950,LN00510,2025-07-15,7493.57,7493.57,25,Late
PMT009951,LN00510,2025-08-14,7493.57,7493.57,0,On-time
PMT009952,LN00510,2025-09-13,7493.57,7493.57,0,On-time
PMT009953,LN00510,2025-10-13,7493.57,7493.57,0,On-time
PMT009954,LN00510,2025-11-12,7493.57,7493.57,0,On-time
PMT009955,LN00510,2025-12-12,7493.57,7493.57,0,On-time
PMT009956,LN00510,2026-01-11,7493.57,7493.57,0,On-time
PMT009957,LN00510,2026-02-10,7493.57,7493.57,0,On-time
PMT009958,LN00510,2026-03-12,7493.57,0.0,46,Missed
PMT009959,LN00510,2026-04-11,7493.57,7493.57,0,On-time
PMT009960,LN00510,2026-05-11,7493.57,7493.57,0,On-time
PMT009961,LN00510,2026-06-10,7493.57,0.0,44,Missed
PMT009962,LN00510,2026-07-10,7493.57,7493.57,0,On-time
PMT009963,LN00511,2025-12-25,18378.43,18378.43,0,On-time
PMT009964,LN00511,2026-01-24,18378.43,18378.43,0,On-time
PMT009965,LN00511,2026-02-23,18378.43,18378.43,0,On-time
PMT009966,LN00511,2026-03-25,18378.43,18378.43,0,On-time
PMT009967,LN00511,2026-04-24,18378.43,18378.43,0,On-time
PMT009968,LN00511,2026-05-24,18378.43,18378.43,0,On-time
PMT009969,LN00511,2026-06-23,18378.43,18378.43,0,On-time
PMT009970,LN00512,2022-05-18,34332.52,34332.52,0,On-time
PMT009971,LN00512,2022-06-17,34332.52,34332.52,0,On-time
PMT009972,LN00512,2022-07-17,34332.52,34332.52,24,Late
PMT009973,LN00512,2022-08-16,34332.52,34332.52,0,On-time
PMT009974,LN00512,2022-09-15,34332.52,34332.52,0,On-time
PMT009975,LN00512,2022-10-15,34332.52,34332.52,0,On-time
PMT009976,LN00512,2022-11-14,34332.52,34332.52,0,On-time
PMT009977,LN00512,2022-12-14,34332.52,34332.52,0,On-time
PMT009978,LN00512,2023-01-13,34332.52,34332.52,0,On-time
PMT009979,LN00512,2023-02-12,34332.52,34332.52,0,On-time
PMT009980,LN00512,2023-03-14,34332.52,34332.52,0,On-time
PMT009981,LN00513,2025-09-23,31631.2,31631.2,0,On-time
PMT009982,LN00513,2025-10-23,31631.2,31631.2,0,On-time
PMT009983,LN00513,2025-11-22,31631.2,31631.2,0,On-time
PMT009984,LN00513,2025-12-22,31631.2,31631.2,17,Late
PMT009985,LN00513,2026-01-21,31631.2,31631.2,0,On-time
PMT009986,LN00513,2026-02-20,31631.2,31631.2,0,On-time
PMT009987,LN00513,2026-03-22,31631.2,31631.2,13,Late
PMT009988,LN00513,2026-04-21,31631.2,31631.2,0,On-time
PMT009989,LN00513,2026-05-21,31631.2,31631.2,0,On-time
PMT009990,LN00513,2026-06-20,31631.2,31631.2,12,Late
PMT009991,LN00513,2026-07-20,31631.2,31631.2,22,Late
PMT009992,LN00514,2024-01-30,17108.89,17108.89,0,On-time
PMT009993,LN00514,2024-02-29,17108.89,17108.89,6,Late
PMT009994,LN00514,2024-03-30,17108.89,17108.89,0,On-time
PMT009995,LN00514,2024-04-29,17108.89,17108.89,0,On-time
PMT009996,LN00514,2024-05-29,17108.89,17108.89,0,On-time
PMT009997,LN00514,2024-06-28,17108.89,17108.89,0,On-time
PMT009998,LN00514,2024-07-28,17108.89,17108.89,17,Late
PMT009999,LN00514,2024-08-27,17108.89,17108.89,0,On-time
PMT010000,LN00514,2024-09-26,17108.89,17108.89,0,On-time
PMT010001,LN00514,2024-10-26,17108.89,17108.89,0,On-time
PMT010002,LN00514,2024-11-25,17108.89,17108.89,0,On-time
PMT010003,LN00514,2024-12-25,17108.89,17108.89,0,On-time
PMT010004,LN00514,2025-01-24,17108.89,17108.89,0,On-time
PMT010005,LN00514,2025-02-23,17108.89,17108.89,0,On-time
PMT010006,LN00514,2025-03-25,17108.89,17108.89,0,On-time
PMT010007,LN00514,2025-04-24,17108.89,17108.89,14,Late
PMT010008,LN00514,2025-05-24,17108.89,17108.89,0,On-time
PMT010009,LN00514,2025-06-23,17108.89,17108.89,0,On-time
PMT010010,LN00514,2025-07-23,17108.89,17108.89,0,On-time
PMT010011,LN00514,2025-08-22,17108.89,17108.89,0,On-time
PMT010012,LN00514,2025-09-21,17108.89,17108.89,9,Late
PMT010013,LN00514,2025-10-21,17108.89,17108.89,0,On-time
PMT010014,LN00514,2025-11-20,17108.89,17108.89,0,On-time
